2017-04-19 17:29:04	0 3.12
2017-04-19 17:29:04	1 3.12
2017-04-19 17:29:04	1 3.12
2017-04-19 17:29:04	2 3.11
2017-04-19 17:29:04	2 3.11
2017-04-19 17:29:04	3 3.12
2017-04-19 17:29:04	3 3.11
2017-04-19 17:29:04	4 3.11
2017-04-19 17:29:04	4 3.11
2017-04-19 17:29:04	5 3.11
2017-04-19 17:29:04	6 3.11
2017-04-19 17:29:04	6 3.12
2017-04-19 17:29:04	7 3.12
2017-04-19 17:29:04	7 3.11
2017-04-19 17:29:04	9 3.12
2017-04-19 17:29:04	9 3.12
2017-04-19 17:29:04	10 3.12
2017-04-19 17:29:04	10 3.13
2017-04-19 17:29:04	11 3.13
2017-04-19 17:29:04	11 3.14
2017-04-19 17:29:04	12 3.14
2017-04-19 17:29:04	13 3.14
2017-04-19 17:29:04	13 3.14
2017-04-19 17:29:04	14 3.14
2017-04-19 17:29:04	14 3.14
2017-04-19 17:29:04	15 3.13
2017-04-19 17:29:04	15 3.14
2017-04-19 17:29:04	16 3.14
2017-04-19 17:29:04	17 3.13
2017-04-19 17:29:04	17 3.13
2017-04-19 17:29:04	18 3.13
2017-04-19 17:29:04	18 3.12
2017-04-19 17:29:04	19 3.12
2017-04-19 17:29:04	19 3.11
2017-04-19 17:29:04	20 3.11
2017-04-19 17:29:04	21 3.12
2017-04-19 17:29:04	22 3.12
2017-04-19 17:29:04	22 3.12
2017-04-19 17:29:04	23 3.12
2017-04-19 17:29:04	24 3.12
2017-04-19 17:29:04	25 3.12
2017-04-19 17:29:04	25 3.12
2017-04-19 17:29:04	26 3.13
2017-04-19 17:29:04	27 3.13
2017-04-19 17:29:04	28 3.13
2017-04-19 17:29:04	28 3.14
2017-04-19 17:29:04	29 3.14
2017-04-19 17:29:04	30 3.13
2017-04-19 17:29:04	31 3.13
2017-04-19 17:29:04	31 3.13
2017-04-19 17:29:04	32 3.13
2017-04-19 17:29:04	33 3.13
2017-04-19 17:29:04	34 3.13
2017-04-19 17:29:04	34 3.12
2017-04-19 17:29:04	35 3.12
2017-04-19 17:29:04	36 3.11
2017-04-19 17:29:04	37 3.11
2017-04-19 17:29:04	37 3.11
2017-04-19 17:29:04	38 3.11
2017-04-19 17:29:04	39 3.11
2017-04-19 17:29:04	40 3.11
2017-04-19 17:29:04	40 3.11
2017-04-19 17:29:04	41 3.12
2017-04-19 17:29:04	42 3.12
2017-04-19 17:29:04	43 3.12
2017-04-19 17:29:04	43 3.12
2017-04-19 17:29:04	44 3.13
2017-04-19 17:29:04	45 3.13
2017-04-19 17:29:04	46 3.13
2017-04-19 17:29:04	46 3.13
2017-04-19 17:29:04	47 3.13
2017-04-19 17:29:04	48 3.13
2017-04-19 17:29:04	49 3.13
2017-04-19 17:29:04	49 3.13
2017-04-19 17:29:04	51 3.12
2017-04-19 17:29:04	52 3.13
2017-04-19 17:29:04	53 3.12
2017-04-19 17:29:04	53 3.11
2017-04-19 17:29:04	54 3.11
2017-04-19 17:29:04	55 3.11
2017-04-19 17:29:04	56 3.12
2017-04-19 17:29:04	56 3.12
2017-04-19 17:29:04	57 3.12
2017-04-19 17:29:04	58 3.12
2017-04-19 17:29:04	58 3.12
2017-04-19 17:29:04	59 3.12
2017-04-19 17:29:04	60 3.12
2017-04-19 17:29:04	61 3.13
2017-04-19 17:29:04	61 3.13
2017-04-19 17:29:04	62 3.14
2017-04-19 17:29:04	63 3.14
2017-04-19 17:29:04	64 3.13
2017-04-19 17:29:04	64 3.13
2017-04-19 17:29:04	65 3.13
2017-04-19 17:29:04	66 3.13
2017-04-19 17:29:04	67 3.12
2017-04-19 17:29:04	67 3.13
2017-04-19 17:29:04	68 3.12
2017-04-19 17:29:04	69 3.12
2017-04-19 17:29:04	70 3.11
2017-04-19 17:29:04	70 3.11
2017-04-19 17:29:04	71 3.11
2017-04-19 17:29:04	72 3.11
2017-04-19 17:29:04	73 3.11
2017-04-19 17:29:04	73 3.12
2017-04-19 17:29:04	74 3.12
2017-04-19 17:29:04	75 3.12
2017-04-19 17:29:04	76 3.12
2017-04-19 17:29:04	76 3.12
2017-04-19 17:29:04	77 3.13
2017-04-19 17:29:04	78 3.13
2017-04-19 17:29:04	79 3.13
2017-04-19 17:29:04	79 3.14
2017-04-19 17:29:04	80 3.14
2017-04-19 17:29:04	81 3.13
2017-04-19 17:29:04	82 3.13
2017-04-19 17:29:04	82 3.13
2017-04-19 17:29:04	83 3.13
2017-04-19 17:29:04	84 3.13
2017-04-19 17:29:04	85 3.12
2017-04-19 17:29:04	85 3.13
2017-04-19 17:29:04	86 3.11
2017-04-19 17:29:04	87 3.11
2017-04-19 17:29:04	88 3.11
2017-04-19 17:29:04	88 3.11
2017-04-19 17:29:04	89 3.13
2017-04-19 17:29:04	90 3.12
2017-04-19 17:29:04	91 3.14
2017-04-19 17:29:04	91 3.13
2017-04-19 17:29:04	92 3.13
2017-04-19 17:29:04	94 3.13
2017-04-19 17:29:04	95 3.14
2017-04-19 17:29:04	95 3.14
2017-04-19 17:29:04	96 3.14
2017-04-19 17:29:04	97 3.14
2017-04-19 17:29:04	98 3.13
2017-04-19 17:29:04	98 3.13
2017-04-19 17:29:04	99 3.13
2017-04-19 17:29:04	100 3.13
2017-04-19 17:29:04	101 3.13
2017-04-19 17:29:04	101 3.12
2017-04-19 17:29:04	102 3.12
2017-04-19 17:29:04	103 3.11
2017-04-19 17:29:04	104 3.11
2017-04-19 17:29:04	105 3.11
2017-04-19 17:29:04	106 3.12
2017-04-19 17:29:04	106 3.12
2017-04-19 17:29:04	107 3.12
2017-04-19 17:29:04	108 3.12
2017-04-19 17:29:04	109 3.12
2017-04-19 17:29:04	110 3.13
2017-04-19 17:29:04	111 3.14
2017-04-19 17:29:04	111 3.15
2017-04-19 17:29:04	112 3.14
2017-04-19 17:29:04	113 3.14
2017-04-19 17:29:04	114 3.14
2017-04-19 17:29:04	115 3.14
2017-04-19 17:29:04	116 3.13
2017-04-19 17:29:04	116 3.13
2017-04-19 17:29:04	117 3.13
2017-04-19 17:29:04	118 3.12
2017-04-19 17:29:04	119 3.12
2017-04-19 17:29:04	120 3.11
2017-04-19 17:29:04	121 3.11
2017-04-19 17:29:04	121 3.12
2017-04-19 17:29:04	122 3.12
2017-04-19 17:29:04	123 3.12
2017-04-19 17:29:04	124 3.12
2017-04-19 17:29:04	125 3.12
2017-04-19 17:29:04	126 3.12
2017-04-19 17:29:04	126 3.13
2017-04-19 17:29:04	127 3.14
2017-04-19 17:29:04	128 3.14
2017-04-19 17:29:04	129 3.14
2017-04-19 17:29:04	130 3.14
2017-04-19 17:29:04	131 3.14
2017-04-19 17:29:04	131 3.14
2017-04-19 17:29:04	132 3.13
2017-04-19 17:29:04	133 3.13
2017-04-19 17:29:04	134 3.13
2017-04-19 17:29:04	135 3.12
2017-04-19 17:29:04	137 3.11
2017-04-19 17:29:04	137 3.11
2017-04-19 17:29:04	138 3.11
2017-04-19 17:29:04	139 3.11
2017-04-19 17:29:04	140 3.12
2017-04-19 17:29:04	141 3.12
2017-04-19 17:29:04	142 3.12
2017-04-19 17:29:04	142 3.12
2017-04-19 17:29:04	143 3.12
2017-04-19 17:29:04	144 3.13
2017-04-19 17:29:04	145 3.13
2017-04-19 17:29:04	146 3.13
2017-04-19 17:29:04	146 3.13
2017-04-19 17:29:04	147 3.13
2017-04-19 17:29:04	148 3.13
2017-04-19 17:29:04	149 3.13
2017-04-19 17:29:04	150 3.13
2017-04-19 17:29:04	151 3.12
2017-04-19 17:29:04	151 3.12
2017-04-19 17:29:04	152 3.11
2017-04-19 17:29:04	153 3.11
2017-04-19 17:29:04	154 3.11
2017-04-19 17:29:04	155 3.11
2017-04-19 17:29:04	156 3.11
2017-04-19 17:29:04	156 3.12
2017-04-19 17:29:04	157 3.12
2017-04-19 17:29:04	158 3.12
2017-04-19 17:29:04	159 3.12
2017-04-19 17:29:04	160 3.12
2017-04-19 17:29:04	161 3.13
2017-04-19 17:29:04	161 3.13
2017-04-19 17:29:04	162 3.14
2017-04-19 17:29:04	163 3.14
2017-04-19 17:29:04	164 3.13
2017-04-19 17:29:04	165 3.13
2017-04-19 17:29:04	166 3.13
2017-04-19 17:29:04	166 3.13
2017-04-19 17:29:04	167 3.13
2017-04-19 17:29:04	168 3.12
2017-04-19 17:29:04	169 3.11
2017-04-19 17:29:04	170 3.11
2017-04-19 17:29:04	171 3.12
2017-04-19 17:29:04	171 3.12
2017-04-19 17:29:04	172 3.12
2017-04-19 17:29:04	173 3.12
2017-04-19 17:29:04	174 3.12
2017-04-19 17:29:04	175 3.12
2017-04-19 17:29:04	176 3.12
2017-04-19 17:29:04	176 3.13
2017-04-19 17:29:04	177 3.14
2017-04-19 17:29:04	179 3.14
2017-04-19 17:29:04	180 3.14
2017-04-19 17:29:04	181 3.13
2017-04-19 17:29:04	182 3.13
2017-04-19 17:29:04	182 3.13
2017-04-19 17:29:04	183 3.13
2017-04-19 17:29:04	184 3.13
2017-04-19 17:29:04	185 3.12
2017-04-19 17:29:04	186 3.12
2017-04-19 17:29:04	187 3.11
2017-04-19 17:29:04	187 3.11
2017-04-19 17:29:04	188 3.11
2017-04-19 17:29:04	189 3.11
2017-04-19 17:29:04	190 3.12
2017-04-19 17:29:04	191 3.12
2017-04-19 17:29:04	191 3.12
2017-04-19 17:29:04	192 3.13
2017-04-19 17:29:04	193 3.13
2017-04-19 17:29:04	194 3.13
2017-04-19 17:29:04	195 3.14
2017-04-19 17:29:04	196 3.14
2017-04-19 17:29:04	196 3.15
2017-04-19 17:29:04	197 3.14
2017-04-19 17:29:04	198 3.14
2017-04-19 17:29:04	199 3.13
2017-04-19 17:29:04	200 3.13
2017-04-19 17:29:04	201 3.13
2017-04-19 17:29:04	201 3.13
2017-04-19 17:29:04	202 3.12
2017-04-19 17:29:04	203 3.11
2017-04-19 17:29:04	204 3.12
2017-04-19 17:29:04	205 3.12
2017-04-19 17:29:04	206 3.12
2017-04-19 17:29:04	206 3.12
2017-04-19 17:29:04	207 3.12
2017-04-19 17:29:04	208 3.12
2017-04-19 17:29:04	209 3.12
2017-04-19 17:29:04	210 3.13
2017-04-19 17:29:04	211 3.14
2017-04-19 17:29:04	211 3.14
2017-04-19 17:29:04	212 3.14
